,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
43574,H6iNisGlguy8qp2kkc1dDQ,Wendy's,1575 Berwick Dr,Champions Gate,FL,33896,28.2607302226,-81.6146827279,1.5,62,1,"{'DriveThru': 'True', 'HasTV': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""'none'"", 'RestaurantsReservations': 'False', 'WiFi': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True'}","Burgers, Food, Restaurants, Fast Food","{'Monday': '9:0-2:0', 'Tuesday': '9:0-2:0', 'Wednesday': '9:0-2:0', 'Thursday': '9:0-4:0', 'Friday': '9:0-2:0', 'Saturday': '9:0-2:0', 'Sunday': '9:0-2:0'}"
44077,_9YmT96qHIKEgiSbQNl8sw,Wendy's,1050 Mccoy Rd,Orlando,FL,32809,28.4505506,-81.3617039,3.5,14,1,"{'WiFi': ""'no'"", 'RestaurantsReservations': 'False', 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Alcohol': ""'none'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""'average'"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}""}","Burgers, Fast Food, Restaurants","{'Monday': '9:0-1:0', 'Tuesday': '9:0-1:0', 'Wednesday': '9:0-1:0', 'Thursday': '9:0-1:0', 'Friday': '9:0-1:0', 'Saturday': '9:0-1:0', 'Sunday': '9:0-1:0'}"
44291,pYn52ejXrP4n9c6A6W_Viw,Wendy's,5350 Arapahoe Rd,Boulder,CO,80303,40.014268,-105.227493,2.5,21,1,"{'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BusinessParking': 'None', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'Caters': 'False', 'WiFi': ""'free'"", 'NoiseLevel': ""'quiet'"", 'RestaurantsDelivery': 'True', 'Alcohol': ""'none'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'HasTV': 'True'}","Burgers, Restaurants, Fast Food","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}"
44325,kBf238Du-VUZiPwBD48Ccg,Wendy's,7170 Sawmill Rd.,Columbus,OH,43235,40.1110396,-83.090008,3.0,15,1,"{'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Fast Food, Burgers","{'Monday': '9:0-1:0', 'Tuesday': '9:0-1:0', 'Wednesday': '9:0-1:0', 'Thursday': '9:0-1:0', 'Friday': '9:0-1:0', 'Saturday': '9:0-1:0', 'Sunday': '9:0-1:0'}"
44346,HtE2qE9ct5Id2btk2jyGrg,Wendy's,3146 Peachtree Rd NE,Atlanta,GA,30305,33.8405631942,-84.3776508104,3.0,10,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'HasTV': 'False'}","Restaurants, Fast Food, Burgers",
44920,a8NmDzCDPnRHLm27AaBOkw,Wendy's,4245 Cemetery Rd,Hilliard,OH,43026,40.0322506,-83.1296616,2.0,21,1,"{'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'RestaurantsDelivery': 'True'}","Burgers, Restaurants, Fast Food","{'Monday': '9:0-1:0', 'Tuesday': '9:0-1:0', 'Wednesday': '9:0-1:0', 'Thursday': '9:0-1:0', 'Friday': '9:0-1:0', 'Saturday': '9:0-1:0', 'Sunday': '9:0-1:0'}"
45001,n6q1pEk6XVRVdlBVpBT2SA,Wendy's,13826 Landstar Blvd,Orlando,FL,32824,28.3639576,-81.3665153,1.5,15,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Burgers, Fast Food, Restaurants","{'Monday': '9:0-2:0', 'Tuesday': '9:0-2:0', 'Wednesday': '9:0-2:0', 'Thursday': '9:0-2:0', 'Friday': '9:0-2:0', 'Saturday': '9:0-2:0', 'Sunday': '9:0-2:0'}"
45832,PtQgxp7fuLKsjjVfq9TM-Q,Wendy's,3698 Grandview Highway,Vancouver,BC,V5M 2G9,49.2577852,-123.0243352,3.0,26,1,"{'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'quiet'"", 'Alcohol': ""u'none'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'WiFi': ""'no'"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Fast Food, Burgers, Restaurants","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-0:0'}"
45923,OUIzolX3sn260uT7no73CQ,Wendy's,5115 W Colonial Dr,Orlando,FL,32808,28.5529068,-81.4509445,2.0,13,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'quiet'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'True'}","Burgers, Restaurants, Fast Food","{'Monday': '9:0-2:0', 'Tuesday': '9:0-2:0', 'Wednesday': '9:0-2:0', 'Thursday': '9:0-2:0', 'Friday': '9:0-2:0', 'Saturday': '9:0-2:0', 'Sunday': '9:0-2:0'}"
46053,CUuqeEKHOybX9c1rIFqjCQ,Wendy's,470 Town Center Circle,Sanford,FL,32771,28.7998176082,-81.3397004774,2.0,21,1,"{'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'WiFi': ""'no'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'Caters': 'False', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'NoiseLevel': ""'quiet'""}","Burgers, Restaurants, Fast Food","{'Monday': '9:0-2:0', 'Tuesday': '9:0-2:0', 'Wednesday': '9:0-2:0', 'Thursday': '9:0-2:0', 'Friday': '9:0-2:0', 'Saturday': '9:0-2:0', 'Sunday': '9:0-2:0'}"
46215,2a1EDS4NHc9Zdmo5wjl92g,Wendy's,1919 S. Orange,Orlando,FL,32806,28.5195521401,-81.3757980797,2.0,31,1,"{'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'very_loud'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'RestaurantsDelivery': 'True'}","Fast Food, Burgers, Restaurants","{'Monday': '9:0-2:0', 'Tuesday': '9:0-2:0', 'Wednesday': '9:0-2:0', 'Thursday': '9:0-2:0', 'Friday': '9:0-2:0', 'Saturday': '9:0-2:0', 'Sunday': '9:0-2:0'}"
46556,JURliKiAMLTRKB2Kv5riwA,Wendy's,3055 Sullivant Ave.,Columbus,OH,43204,39.943081,-83.0803025,2.0,9,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'Caters': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'HasTV': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Fast Food, Burgers, Hot Dogs","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-0:0'}"
46749,4aJ-jYVLRhAI2WGkhcClYA,Wendy's,11607 S.E. 82Nd Avenue,Happy Valley,OR,97086,45.4384843,-122.5794839,2.0,27,1,"{'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'BikeParking': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': None, 'street': None, 'validated': None, 'lot': True, 'valet': False}""}","Restaurants, Fast Food, Burgers","{'Monday': '9:30-2:0', 'Tuesday': '9:30-2:0', 'Wednesday': '9:30-2:0', 'Thursday': '9:30-2:0', 'Friday': '9:30-2:0', 'Saturday': '9:30-2:0', 'Sunday': '9:30-2:0'}"
46834,45B1hyPQMzhCfObF3ixEgw,Wendy's,303 Montvale Ave,Woburn,MA,01801,42.4792508,-71.1207833,2.0,45,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'DriveThru': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'NoiseLevel': ""u'very_loud'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'False'}","Restaurants, Hot Dogs, Burgers, Fast Food","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-0:0'}"
47510,ceDSpjpmbw9X5MM0I-lkcg,Wendy's,450 W 10Th Ave,Columbus,OH,43210,39.9953615995,-83.0173139008,2.0,15,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'HasTV': 'True', 'RestaurantsDelivery': 'True'}","Burgers, Restaurants, Fast Food","{'Monday': '10:0-3:0', 'Tuesday': '10:0-3:0', 'Wednesday': '10:0-3:0', 'Thursday': '10:0-3:0', 'Friday': '10:0-3:0', 'Saturday': '10:0-3:0', 'Sunday': '10:0-3:0'}"
47559,u3ypOU9k13SMjLGS50cOXQ,Wendy's,923 Veterans Hwy Se,Mableton,GA,30126,33.805478,-84.527508,2.0,21,1,"{'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'GoodForMeal': 'None', 'Ambience': 'None', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False'}","Fast Food, Restaurants, Hot Dogs, Burgers","{'Monday': '10:0-1:0', 'Tuesday': '10:0-1:0', 'Wednesday': '10:0-1:0', 'Thursday': '10:0-1:0', 'Friday': '10:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-1:0'}"
47903,d9VrPvJz9E0z8ypYImgA1w,Wendy's,17217 S.E. Mcloughlin,Milwaukie,OR,97222,45.3982626,-122.6188903,2.0,20,1,"{'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTableService': 'False', 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'False', 'RestaurantsDelivery': 'True', 'DriveThru': 'True'}","Burgers, Restaurants, Fast Food","{'Monday': '6:30-0:0', 'Tuesday': '6:30-0:0', 'Wednesday': '6:30-0:0', 'Thursday': '6:30-0:0', 'Friday': '6:30-0:0', 'Saturday': '6:30-0:0', 'Sunday': '6:30-0:0'}"
48615,Li0kK6xnqtLcpI8NA5COHQ,Wendy's,619 N Ih 35,Austin,TX,78702,30.2661920026,-97.7336116969,2.0,32,1,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'BYOBCorkage': ""'yes_free'"", 'Corkage': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'BikeParking': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True'}","Burgers, Fast Food, Restaurants","{'Monday': '7:0-4:0', 'Tuesday': '7:0-4:0', 'Wednesday': '7:0-4:0', 'Thursday': '7:0-4:0', 'Friday': '7:0-4:0', 'Saturday': '10:0-4:0', 'Sunday': '10:0-4:0'}"
49250,dlpYKrzQpZ75ZR5i2DrCew,Wendy's,1724 Revere Beach Parkway,Everett,MA,02149,42.4016369,-71.0442749,2.5,29,1,"{'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'Caters': 'False', 'RestaurantsTableService': 'False', 'BikeParking': 'True', 'HasTV': 'True', 'DriveThru': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Fast Food, Burgers, Restaurants","{'Monday': '6:30-2:0', 'Tuesday': '6:30-2:0', 'Wednesday': '6:30-2:0', 'Thursday': '6:30-2:0', 'Friday': '6:30-2:0', 'Saturday': '6:30-2:0', 'Sunday': '6:30-2:0'}"
50118,8J-IOGNzb1W9ZNM14MceXw,Wendy's,2880 SE Powell Blvd,Portland,OR,97202,45.497338,-122.63605,3.5,12,0,"{'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'HasTV': 'False', 'BikeParking': 'False', 'BYOBCorkage': ""'no'""}","Burgers, Fast Food, Restaurants","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-0:0'}"
50381,FDLoQMIz-5vzTAxwBaCmBg,Wendy's,1025 Ralph David Abernathy Rd,Atlanta,GA,30310,33.7384118,-84.4213855,2.0,23,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'DriveThru': 'True', 'Alcohol': ""u'none'"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'WiFi': ""'free'"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Fast Food, Burgers, Restaurants","{'Monday': '10:0-2:0', 'Tuesday': '10:0-2:0', 'Wednesday': '10:0-2:0', 'Thursday': '10:0-2:0', 'Friday': '10:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-2:0'}"
51498,jmawCpcE8LwvBPYbP9keyA,Wendy's,660 Boulevard N.E.,Atlanta,GA,30308,33.7727338,-84.371644,1.5,39,1,"{'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'DriveThru': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'False', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BikeParking': 'False', 'RestaurantsDelivery': 'True'}","Restaurants, Fast Food, Burgers","{'Monday': '10:0-2:0', 'Tuesday': '10:0-2:0', 'Wednesday': '10:0-2:0', 'Thursday': '10:0-2:0', 'Friday': '10:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-2:0'}"
51746,O6xzH5lwBwB-9WUGLJBdVQ,Wendy's,1085 Hill Road North,Pickerington,OH,43147,39.9086091,-82.7786581,2.0,12,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'WiFi': ""'free'"", 'HasTV': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Fast Food, Restaurants, Burgers","{'Monday': '9:0-0:0', 'Tuesday': '9:0-0:0', 'Wednesday': '9:0-0:0', 'Thursday': '9:0-0:0', 'Friday': '9:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-0:0'}"
